match_id,season,start_date,venue,innings,ball,actual_delivery,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,non_boundary,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,fielder_1,fielder_2,fielder_3
1460804,2025,2025-06-14,"Edgbaston, Birmingham",1,0.1,0.1,Leicestershire,Derbyshire,RK Patel,SG Budinger,AM Ghazanfar,0,0,,,,,,,,,,,,,
1460804,2025,2025-06-14,"Edgbaston, Birmingham",1,0.2,0.2,Leicestershire,Derbyshire,RK Patel,SG Budinger,AM Ghazanfar,4,0,,,,,,,,,,,,,
1460804,2025,2025-06-14,"Edgbaston, Birmingham",1,0.3,0.3,Leicestershire,Derbyshire,RK Patel,SG Budinger,AM Ghazanfar,0,0,,,,,,,,,,,,,
1460804,2025,2025-06-14,"Edgbaston, Birmingham",1,0.4,0.4,Leicestershire,Derbyshire,RK Patel,SG Budinger,AM Ghazanfar,0,0,,,,,,,,,,,,,
1460804,2025,2025-06-14,"Edgbaston, Birmingham",1,0.5,0.5,Leicestershire,Derbyshire,RK Patel,SG Budinger,AM Ghazanfar,0,0,,,,,,,,,,,,,
1460804,2025,2025-06-14,"Edgbaston, Birmingham",1,0.6,0.6,Leicestershire,Derbyshire,RK Patel,SG Budinger,AM Ghazanfar,2,0,,,,,,,,,,,,,
1460804,2025,2025-06-14,"Edgbaston, Birmingham",1,1.1,1.1,Leicestershire,Derbyshire,SG Budinger,RK Patel,BW Aitchison,1,0,,,,,,,,,,,,,
1460804,2025,2025-06-14,"Edgbaston, Birmingham",1,1.2,1.2,Leicestershire,Derbyshire,RK Patel,SG Budinger,BW Aitchison,1,0,,,,,,,,,,,,,
1460804,2025,2025-06-14,"Edgbaston, Birmingham",1,1.3,1.3,Leicestershire,Derbyshire,SG Budinger,RK Patel,BW Aitchison,4,0,,,,,,,,,,,,,
1460804,2025,2025-06-14,"Edgbaston, Birmingham",1,1.4,1.4,Leicestershire,Derbyshire,SG Budinger,RK Patel,BW Aitchison,0,0,,,,,,,,,,,,,
1460804,2025,2025-06-14,"Edgbaston, Birmingham",1,1.5,1.5,Leicestershire,Derbyshire,SG Budinger,RK Patel,BW Aitchison,1,0,,,,,,,,,,,,,
1460804,2025,2025-06-14,"Edgbaston, Birmingham",1,1.6,1.6,Leicestershire,Derbyshire,RK Patel,SG Budinger,BW Aitchison,0,0,,,,,,,,,,,,,
1460804,2025,2025-06-14,"Edgbaston, Birmingham",1,2.1,2.1,Leicestershire,Derbyshire,SG Budinger,RK Patel,AM Ghazanfar,4,0,,,,,,,,,,,,,
1460804,2025,2025-06-14,"Edgbaston, Birmingham",1,2.2,2.2,Leicestershire,Derbyshire,SG Budinger,RK Patel,AM Ghazanfar,6,0,,,,,,,,,,,,,
