match_id,season,start_date,venue,innings,ball,actual_delivery,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,non_boundary,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,fielder_1,fielder_2,fielder_3
1475263,2025,2025-05-07,Rawalpindi Cricket Stadium,1,0.1,0.1,Quetta Gladiators,Islamabad United,Saud Shakeel,FH Allen,Imad Wasim,0,0,,,,,,,,,,,,,
1475263,2025,2025-05-07,Rawalpindi Cricket Stadium,1,0.2,0.2,Quetta Gladiators,Islamabad United,Saud Shakeel,FH Allen,Imad Wasim,4,0,,,,,,,,,,,,,
1475263,2025,2025-05-07,Rawalpindi Cricket Stadium,1,0.3,0.3,Quetta Gladiators,Islamabad United,Saud Shakeel,FH Allen,Imad Wasim,4,0,,,,,,,,,,,,,
1475263,2025,2025-05-07,Rawalpindi Cricket Stadium,1,0.4,0.4,Quetta Gladiators,Islamabad United,Saud Shakeel,FH Allen,Imad Wasim,1,0,,,,,,,,,,,,,
1475263,2025,2025-05-07,Rawalpindi Cricket Stadium,1,0.5,0.5,Quetta Gladiators,Islamabad United,FH Allen,Saud Shakeel,Imad Wasim,0,0,,,,,,,,,,,,,
1475263,2025,2025-05-07,Rawalpindi Cricket Stadium,1,0.6,0.6,Quetta Gladiators,Islamabad United,FH Allen,Saud Shakeel,Imad Wasim,0,0,,,,,,,,,,,,,
1475263,2025,2025-05-07,Rawalpindi Cricket Stadium,1,1.1,1.1,Quetta Gladiators,Islamabad United,Saud Shakeel,FH Allen,Naseem Shah,0,0,,,,,,,,,,,,,
1475263,2025,2025-05-07,Rawalpindi Cricket Stadium,1,1.2,1.2,Quetta Gladiators,Islamabad United,Saud Shakeel,FH Allen,Naseem Shah,0,0,,,,,,,,,,,,,
1475263,2025,2025-05-07,Rawalpindi Cricket Stadium,1,1.3,1.3,Quetta Gladiators,Islamabad United,Saud Shakeel,FH Allen,Naseem Shah,2,0,,,,,,,,,,,,,
1475263,2025,2025-05-07,Rawalpindi Cricket Stadium,1,1.4,1.4,Quetta Gladiators,Islamabad United,Saud Shakeel,FH Allen,Naseem Shah,4,0,,,,,,,,,,,,,
1475263,2025,2025-05-07,Rawalpindi Cricket Stadium,1,1.5,1.5,Quetta Gladiators,Islamabad United,Saud Shakeel,FH Allen,Naseem Shah,1,0,,,,,,,,,,,,,
