match_id,season,start_date,venue,innings,ball,actual_delivery,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,non_boundary,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,fielder_1,fielder_2,fielder_3
1494552,2025/26,2025-11-28,Adelaide Oval,1,2.2,2.2,Adelaide Strikers,Sydney Thunder,M Penna,L Wolvaardt,AC Jayangani,1,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,1,2.3,2.3,Adelaide Strikers,Sydney Thunder,L Wolvaardt,M Penna,AC Jayangani,1,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,1,2.4,2.4,Adelaide Strikers,Sydney Thunder,M Penna,L Wolvaardt,AC Jayangani,0,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,1,2.5,2.5,Adelaide Strikers,Sydney Thunder,M Penna,L Wolvaardt,AC Jayangani,1,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,1,2.6,2.6,Adelaide Strikers,Sydney Thunder,L Wolvaardt,M Penna,AC Jayangani,1,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,1,3.1,3.1,Adelaide Strikers,Sydney Thunder,L Wolvaardt,M Penna,L Finn,4,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,1,3.2,3.2,Adelaide Strikers,Sydney Thunder,L Wolvaardt,M Penna,L Finn,6,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,1,3.3,3.3,Adelaide Strikers,Sydney Thunder,L Wolvaardt,M Penna,L Finn,1,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,1,3.4,3.4,Adelaide Strikers,Sydney Thunder,M Penna,L Wolvaardt,L Finn,1,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,1,3.5,3.5,Adelaide Strikers,Sydney Thunder,L Wolvaardt,M Penna,L Finn,0,0,,,,,,,caught,L Wolvaardt,,,S Ismail,,
1494552,2025/26,2025-11-28,Adelaide Oval,1,3.6,3.6,Adelaide Strikers,Sydney Thunder,TM McGrath,M Penna,L Finn,0,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,1,4.1,4.1,Adelaide Strikers,Sydney Thunder,M Penna,TM McGrath,G Voll,1,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,1,4.2,4.2,Adelaide Strikers,Sydney Thunder,TM McGrath,M Penna,G Voll,4,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,1,4.3,4.3,Adelaide Strikers,Sydney Thunder,TM McGrath,M Penna,G Voll,2,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,1,4.4,4.4,Adelaide Strikers,Sydney Thunder,TM McGrath,M Penna,G Voll,0,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,1,4.5,4.5,Adelaide Strikers,Sydney Thunder,TM McGrath,M Penna,G Voll,4,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,1,4.6,4.6,Adelaide Strikers,Sydney Thunder,TM McGrath,M Penna,G Voll,2,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,0.1,0.1,Sydney Thunder,Adelaide Strikers,P Litchfield,G Voll,S Ecclestone,0,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,0.2,0.2,Sydney Thunder,Adelaide Strikers,P Litchfield,G Voll,S Ecclestone,4,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,0.3,0.3,Sydney Thunder,Adelaide Strikers,P Litchfield,G Voll,S Ecclestone,4,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,0.4,0.4,Sydney Thunder,Adelaide Strikers,P Litchfield,G Voll,S Ecclestone,0,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,0.5,0.5,Sydney Thunder,Adelaide Strikers,P Litchfield,G Voll,S Ecclestone,1,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,0.6,0.6,Sydney Thunder,Adelaide Strikers,G Voll,P Litchfield,S Ecclestone,4,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,1.1,1.1,Sydney Thunder,Adelaide Strikers,P Litchfield,G Voll,D Brown,4,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,1.2,1.2,Sydney Thunder,Adelaide Strikers,P Litchfield,G Voll,D Brown,4,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,1.3,1.3,Sydney Thunder,Adelaide Strikers,P Litchfield,G Voll,D Brown,4,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,1.4,1.4,Sydney Thunder,Adelaide Strikers,P Litchfield,G Voll,D Brown,4,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,1.5,1.5,Sydney Thunder,Adelaide Strikers,P Litchfield,G Voll,D Brown,2,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,1.6,1.6,Sydney Thunder,Adelaide Strikers,P Litchfield,G Voll,D Brown,4,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,2.1,2.1,Sydney Thunder,Adelaide Strikers,G Voll,P Litchfield,A Wellington,1,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,2.2,2.2,Sydney Thunder,Adelaide Strikers,P Litchfield,G Voll,A Wellington,2,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,2.3,2.3,Sydney Thunder,Adelaide Strikers,P Litchfield,G Voll,A Wellington,0,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,2.4,2.4,Sydney Thunder,Adelaide Strikers,P Litchfield,G Voll,A Wellington,4,0,,,,,,,,,,,,,
1494552,2025/26,2025-11-28,Adelaide Oval,2,2.5,2.5,Sydney Thunder,Adelaide Strikers,P Litchfield,G Voll,A Wellington,1,0,,,,,,,,,,,,,
