version,2.3.0
info,balls_per_over,6
info,team,Central Sparks
info,team,Sunrisers
info,team_type,club
info,gender,female
info,season,2024
info,date,2024/07/07
info,event,Rachael Heyhoe Flint Trophy
info,match_id,1427836
info,match_type,ODM
info,overs,50
info,match_number,31
info,venue,"Radlett Cricket Club, Radlett"
info,city,Radlett
info,toss_winner,Sunrisers
info,toss_decision,field
info,umpire,AC Harris
info,umpire,F Richards
info,match_referee,Phil Whitticase
info,outcome,no result
info,player,Central Sparks,C Brewer
info,player,Central Sparks,E Jones
info,player,Central Sparks,AJ Freeborn
info,player,Central Sparks,D Perrin
info,player,Central Sparks,C Webb
info,player,Central Sparks,KL George
info,player,Central Sparks,B Ellis
info,player,Central Sparks,EL Arlott
info,player,Central Sparks,GK Davis
info,player,Central Sparks,G Potts
info,player,Central Sparks,HL Baker
info,player,Sunrisers,G Scrivens
info,player,Sunrisers,J Gardner
info,player,Sunrisers,AJ Macleod
info,player,Sunrisers,J Grewcock
info,player,Sunrisers,MK Villiers
info,player,Sunrisers,A Surenkumar
info,player,Sunrisers,F Miller
info,player,Sunrisers,AD Carr
info,player,Sunrisers,E Gray
info,player,Sunrisers,S Munro
info,player,Sunrisers,KL Coppack
info,registry,people,A Surenkumar,cf9338c9
info,registry,people,AC Harris,ef14c0ec
info,registry,people,AD Carr,c3f4dc55
info,registry,people,AJ Freeborn,c6da6ebf
info,registry,people,AJ Macleod,e7f06080
info,registry,people,B Ellis,370a88ac
info,registry,people,C Brewer,baf11c9a
info,registry,people,C Webb,1f4a8a2a
info,registry,people,D Perrin,bfa0fa33
info,registry,people,E Gray,58717de2
info,registry,people,E Jones,971cb321
info,registry,people,EL Arlott,78fd864b
info,registry,people,F Miller,9d9edf14
info,registry,people,F Richards,0313fec0
info,registry,people,G Potts,e3a93585
info,registry,people,G Scrivens,7306c48d
info,registry,people,GK Davis,54719239
info,registry,people,HL Baker,cefad9fd
info,registry,people,J Gardner,184512d1
info,registry,people,J Grewcock,92b94582
info,registry,people,KL Coppack,24596e4d
info,registry,people,KL George,e69dbbef
info,registry,people,MK Villiers,cd62f670
info,registry,people,Phil Whitticase,99d5f6fa
info,registry,people,S Munro,b4e026de
