match_id,season,start_date,venue,innings,ball,actual_delivery,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,non_boundary,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,fielder_1,fielder_2,fielder_3
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,0.1,0.1,Kent,Middlesex,DJ Bell-Drummond,BG Compton,I Kaushal,0,1,1,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,0.2,0.1,Kent,Middlesex,DJ Bell-Drummond,BG Compton,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,0.3,0.2,Kent,Middlesex,DJ Bell-Drummond,BG Compton,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,0.4,0.3,Kent,Middlesex,DJ Bell-Drummond,BG Compton,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,0.5,0.4,Kent,Middlesex,DJ Bell-Drummond,BG Compton,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,0.6,0.5,Kent,Middlesex,DJ Bell-Drummond,BG Compton,I Kaushal,4,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,0.7,0.6,Kent,Middlesex,DJ Bell-Drummond,BG Compton,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,1.1,1.1,Kent,Middlesex,BG Compton,DJ Bell-Drummond,ER Bamber,0,1,1,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,1.2,1.1,Kent,Middlesex,BG Compton,DJ Bell-Drummond,ER Bamber,0,1,,,1,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,1.3,1.2,Kent,Middlesex,DJ Bell-Drummond,BG Compton,ER Bamber,0,1,,,,1,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,1.4,1.3,Kent,Middlesex,BG Compton,DJ Bell-Drummond,ER Bamber,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,1.5,1.4,Kent,Middlesex,BG Compton,DJ Bell-Drummond,ER Bamber,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,1.6,1.5,Kent,Middlesex,BG Compton,DJ Bell-Drummond,ER Bamber,1,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,1.7,1.6,Kent,Middlesex,DJ Bell-Drummond,BG Compton,ER Bamber,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,2.1,2.1,Kent,Middlesex,BG Compton,DJ Bell-Drummond,I Kaushal,0,1,1,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,2.2,2.1,Kent,Middlesex,BG Compton,DJ Bell-Drummond,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,2.3,2.2,Kent,Middlesex,BG Compton,DJ Bell-Drummond,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,2.4,2.3,Kent,Middlesex,BG Compton,DJ Bell-Drummond,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,2.5,2.4,Kent,Middlesex,BG Compton,DJ Bell-Drummond,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,2.6,2.5,Kent,Middlesex,BG Compton,DJ Bell-Drummond,I Kaushal,1,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,2.7,2.6,Kent,Middlesex,DJ Bell-Drummond,BG Compton,I Kaushal,2,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,3.1,3.1,Kent,Middlesex,BG Compton,DJ Bell-Drummond,ER Bamber,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,3.2,3.2,Kent,Middlesex,BG Compton,DJ Bell-Drummond,ER Bamber,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,3.3,3.3,Kent,Middlesex,BG Compton,DJ Bell-Drummond,ER Bamber,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,3.4,3.4,Kent,Middlesex,BG Compton,DJ Bell-Drummond,ER Bamber,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,3.5,3.5,Kent,Middlesex,BG Compton,DJ Bell-Drummond,ER Bamber,0,1,,,,1,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,3.6,3.6,Kent,Middlesex,DJ Bell-Drummond,BG Compton,ER Bamber,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,4.1,4.1,Kent,Middlesex,BG Compton,DJ Bell-Drummond,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,4.2,4.2,Kent,Middlesex,BG Compton,DJ Bell-Drummond,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,4.3,4.3,Kent,Middlesex,BG Compton,DJ Bell-Drummond,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,4.4,4.4,Kent,Middlesex,BG Compton,DJ Bell-Drummond,I Kaushal,2,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,4.5,4.5,Kent,Middlesex,BG Compton,DJ Bell-Drummond,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,4.6,4.6,Kent,Middlesex,BG Compton,DJ Bell-Drummond,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,5.1,5.1,Kent,Middlesex,DJ Bell-Drummond,BG Compton,ER Bamber,1,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,5.2,5.2,Kent,Middlesex,BG Compton,DJ Bell-Drummond,ER Bamber,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,5.3,5.3,Kent,Middlesex,BG Compton,DJ Bell-Drummond,ER Bamber,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,5.4,5.4,Kent,Middlesex,BG Compton,DJ Bell-Drummond,ER Bamber,1,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,5.5,5.5,Kent,Middlesex,DJ Bell-Drummond,BG Compton,ER Bamber,1,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,5.6,5.6,Kent,Middlesex,BG Compton,DJ Bell-Drummond,ER Bamber,1,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,6.1,6.1,Kent,Middlesex,BG Compton,DJ Bell-Drummond,I Kaushal,1,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,6.2,6.2,Kent,Middlesex,DJ Bell-Drummond,BG Compton,I Kaushal,0,1,1,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,6.3,6.2,Kent,Middlesex,DJ Bell-Drummond,BG Compton,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,6.4,6.3,Kent,Middlesex,DJ Bell-Drummond,BG Compton,I Kaushal,0,1,1,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,6.5,6.3,Kent,Middlesex,DJ Bell-Drummond,BG Compton,I Kaushal,1,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,6.6,6.4,Kent,Middlesex,BG Compton,DJ Bell-Drummond,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,6.7,6.5,Kent,Middlesex,BG Compton,DJ Bell-Drummond,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,6.8,6.6,Kent,Middlesex,BG Compton,DJ Bell-Drummond,I Kaushal,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,7.1,7.1,Kent,Middlesex,DJ Bell-Drummond,BG Compton,ER Bamber,6,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,7.2,7.2,Kent,Middlesex,DJ Bell-Drummond,BG Compton,ER Bamber,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,7.3,7.3,Kent,Middlesex,DJ Bell-Drummond,BG Compton,ER Bamber,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,7.4,7.4,Kent,Middlesex,DJ Bell-Drummond,BG Compton,ER Bamber,0,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,7.5,7.5,Kent,Middlesex,DJ Bell-Drummond,BG Compton,ER Bamber,4,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,7.6,7.6,Kent,Middlesex,DJ Bell-Drummond,BG Compton,ER Bamber,1,0,,,,,,,,,,,,,
1347530,2023,2023-08-13,"Kent County Cricket Ground, Beckenham",1,8.1,8.1,Kent,Middlesex,DJ Bell-Drummond,BG Compton,I Kaushal,0,0,,,,,,,,,,,,,
