match_id,season,start_date,venue,innings,ball,actual_delivery,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,non_boundary,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,fielder_1,fielder_2,fielder_3
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,0.1,0.1,Trinbago Knight Riders,St Lucia Kings,C Munro,AD Hales,K Pierre,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,0.2,0.2,Trinbago Knight Riders,St Lucia Kings,C Munro,AD Hales,K Pierre,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,0.3,0.3,Trinbago Knight Riders,St Lucia Kings,C Munro,AD Hales,K Pierre,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,0.4,0.4,Trinbago Knight Riders,St Lucia Kings,C Munro,AD Hales,K Pierre,6,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,0.5,0.5,Trinbago Knight Riders,St Lucia Kings,C Munro,AD Hales,K Pierre,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,0.6,0.6,Trinbago Knight Riders,St Lucia Kings,C Munro,AD Hales,K Pierre,0,0,,,,,,,bowled,C Munro,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,1.1,1.1,Trinbago Knight Riders,St Lucia Kings,AD Hales,N Pooran,TS Mills,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,1.2,1.2,Trinbago Knight Riders,St Lucia Kings,AD Hales,N Pooran,TS Mills,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,1.3,1.3,Trinbago Knight Riders,St Lucia Kings,AD Hales,N Pooran,TS Mills,1,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,1.4,1.4,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,TS Mills,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,1.5,1.5,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,TS Mills,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,1.6,1.6,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,TS Mills,4,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,2.1,2.1,Trinbago Knight Riders,St Lucia Kings,AD Hales,N Pooran,K Pierre,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,2.2,2.2,Trinbago Knight Riders,St Lucia Kings,AD Hales,N Pooran,K Pierre,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,2.3,2.3,Trinbago Knight Riders,St Lucia Kings,AD Hales,N Pooran,K Pierre,3,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,2.4,2.4,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,K Pierre,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,2.5,2.5,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,K Pierre,6,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,2.6,2.6,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,K Pierre,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,3.1,3.1,Trinbago Knight Riders,St Lucia Kings,AD Hales,N Pooran,RL Chase,1,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,3.2,3.2,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,RL Chase,4,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,3.3,3.3,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,RL Chase,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,3.4,3.4,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,RL Chase,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,3.5,3.5,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,RL Chase,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,3.6,3.6,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,RL Chase,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,4.1,4.1,Trinbago Knight Riders,St Lucia Kings,AD Hales,N Pooran,AS Joseph,1,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,4.2,4.2,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,AS Joseph,6,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,4.3,4.3,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,AS Joseph,0,4,,,,4,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,4.4,4.4,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,AS Joseph,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,4.5,4.5,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,AS Joseph,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,4.6,4.6,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,AS Joseph,0,5,5,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,4.7,4.6,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,AS Joseph,1,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,5.1,5.1,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,D Wiese,6,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,5.2,5.2,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,D Wiese,4,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,5.3,5.3,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,D Wiese,4,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,5.4,5.4,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,D Wiese,0,1,1,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,5.5,5.4,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,D Wiese,4,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,5.6,5.5,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,D Wiese,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,5.7,5.6,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,D Wiese,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,6.1,6.1,Trinbago Knight Riders,St Lucia Kings,AD Hales,N Pooran,T Shamsi,2,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,6.2,6.2,Trinbago Knight Riders,St Lucia Kings,AD Hales,N Pooran,T Shamsi,1,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,6.3,6.3,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,T Shamsi,0,0,,,,,,,,,,,,,
1478004,2025,2025-09-19,"Providence Stadium, Guyana",1,6.4,6.4,Trinbago Knight Riders,St Lucia Kings,N Pooran,AD Hales,T Shamsi,1,0,,,,,,,,,,,,,
